1,2021-12,8954
1,2022-01,-271491
1,2022-02,-585664
1,2022-03,-219069
1,2022-04,377455
1,2022-05,-78511
1,2022-06,-121410
1,2022-07,1123169
1,2022-08,-258346
1,2022-09,72984
1,2022-10,441066
1,2022-11,-477326
1,2022-12,-47040
